County,Date,average_percent_change_from_baseline,New Cases
Orange County,44003,-30.5,196
Orange County,44004,-30.333333333333332,374
Orange County,44005,-28.5,507
Orange County,44006,-27.666666666666668,640
Orange County,44007,-28.166666666666668,984
Orange County,44008,-30.0,941
Orange County,44009,-30.333333333333332,786
Orange County,44010,-31.666666666666668,343
Orange County,44011,-30.666666666666668,285
Orange County,44012,-29.666666666666668,525
Orange County,44013,-30.166666666666668,526
Orange County,44014,-27.5,583
Orange County,44015,-30.833333333333332,1124
Orange County,44016,-37.166666666666664,722
Orange County,44017,-34.833333333333336,361
Orange County,44018,-32.333333333333336,344
Orange County,44019,-28.166666666666668,405
Orange County,44020,-28.166666666666668,389
Orange County,44021,-27.0,525
Orange County,44022,-31.166666666666668,456
Orange County,44023,-30.5,1319
Orange County,44024,-30.333333333333332,894
Orange County,44025,-28.5,417
Orange County,44026,-28.166666666666668,498
Orange County,44027,-32.166666666666664,1334
Orange County,44028,-28.5,706
Orange County,44029,-31.0,447
Orange County,44030,-30.833333333333332,701
Orange County,44031,-31.333333333333332,321
Orange County,44032,-30.833333333333332,408
Orange County,44033,-29.833333333333332,645
Orange County,44034,-30.666666666666668,518
Orange County,44035,-30.333333333333332,666
Orange County,44036,-30.333333333333332,555
Orange County,44037,-29.0,400
Orange County,44038,-31.5,392
Orange County,44039,-32.5,409
Orange County,44040,-31.666666666666668,353
Orange County,44041,-30.5,392
Orange County,44042,-28.333333333333332,409
Orange County,44043,-29.333333333333332,428
Orange County,44044,-28.833333333333332,223
Orange County,44045,-38.0,211
Orange County,44046,-31.166666666666668,197
Orange County,44047,-32.0,282
Orange County,44048,-30.333333333333332,318
Orange County,44049,-28.333333333333332,236
Orange County,44050,-30.5,330
Orange County,44051,-28.333333333333332,317
Orange County,44052,-31.5,132
Orange County,44053,-30.666666666666668,190
Orange County,44054,-30.333333333333332,288
Orange County,44055,-29.666666666666668,233
Orange County,44056,-29.166666666666668,278
Orange County,44057,-29.833333333333332,297
Orange County,44058,-27.666666666666668,186
Orange County,44059,-30.166666666666668,98
Orange County,44060,-32.666666666666664,219
Orange County,44061,-30.833333333333332,229
Orange County,44062,-29.166666666666668,184
Orange County,44063,-29.833333333333332,174
Orange County,44064,-30.333333333333332,209
Orange County,44065,-29.0,125
Orange County,44066,-29.166666666666668,104
Orange County,44067,-31.5,117
Orange County,44068,-30.0,163
Orange County,44069,-29.833333333333332,149
Orange County,44070,-30.0,170
Orange County,44071,-29.166666666666668,158
Orange County,44072,-28.5,147
Orange County,44073,-32.333333333333336,129
Orange County,44074,-32.5,471
Orange County,44075,-29.0,88
Orange County,44076,-30.0,155
Orange County,44077,-27.0,174
Orange County,44078,-28.833333333333332,139
Orange County,44079,-25.833333333333332,118
Orange County,44080,-27.333333333333332,71
Orange County,44081,-32.0,95
Orange County,44082,-29.833333333333332,103
Orange County,44083,-31.333333333333332,103
Orange County,44084,-28.166666666666668,206
Orange County,44085,-28.5,139
Orange County,44086,-28.5,88
Orange County,44087,-30.5,68
Orange County,44088,-30.5,130
Orange County,44089,-28.333333333333332,94
Orange County,44090,-28.333333333333332,166
Orange County,44091,-28.5,186
Orange County,44092,-27.0,194
Orange County,44093,-25.833333333333332,140
Orange County,44094,-32.166666666666664,78
Orange County,44095,-27.666666666666668,161
Orange County,44096,-27.666666666666668,168
Orange County,44097,-27.333333333333332,134
Orange County,44098,-28.166666666666668,163
Orange County,44099,-28.666666666666668,149
Orange County,44100,-26.333333333333332,97
Orange County,44101,-30.0,34
Orange County,44102,-33.0,225
Orange County,44103,-32.166666666666664,129
Orange County,44104,-28.166666666666668,158
Orange County,44105,-28.0,173
Orange County,44106,-27.5,188
Orange County,44107,-27.666666666666668,107
Orange County,44108,-31.666666666666668,99
Orange County,44109,-29.333333333333332,152
Orange County,44110,-28.833333333333332,192
Orange County,44111,-28.833333333333332,145
Orange County,44112,-26.0,239
Orange County,44113,-26.666666666666668,108
Orange County,44114,-23.5,186
Orange County,44115,-26.0,118
Orange County,44116,-26.166666666666668,179
Orange County,44117,-26.833333333333332,156
Orange County,44118,-26.0,196
Orange County,44119,-25.0,255
Orange County,44120,-25.166666666666668,265
Orange County,44121,-23.333333333333332,141
Orange County,44122,-26.833333333333332,122
Orange County,44123,-28.5,299
Orange County,44124,-26.833333333333332,148
Orange County,44125,-26.166666666666668,280
Orange County,44126,-25.0,169
Orange County,44127,-24.666666666666668,275
Orange County,44128,-22.5,106
Orange County,44129,-24.0,182
Orange County,44130,-26.0,255
Orange County,44131,-26.0,239
Orange County,44132,-25.0,188
Orange County,44133,-24.0,308
Orange County,44134,-23.666666666666668,193
Orange County,44135,-22.5,359
Orange County,44136,-26.5,149
Orange County,44137,-26.0,362
Orange County,44138,-25.833333333333332,291
Orange County,44139,-27.166666666666668,327
Orange County,44140,-26.0,315
Orange County,44141,-25.833333333333332,252
Orange County,44142,-23.333333333333332,313
Orange County,44143,-27.166666666666668,272
Orange County,44144,-30.833333333333332,379
Orange County,44145,-27.833333333333332,349
Orange County,44146,-26.333333333333332,371
Orange County,44147,-29.166666666666668,300
Orange County,44148,-24.833333333333332,358
Orange County,44149,-22.0,741
Orange County,44150,-24.5,306
Orange County,44151,-26.666666666666668,398
Orange County,44152,-26.0,546
Orange County,44153,-25.166666666666668,520
Orange County,44154,-25.166666666666668,556
Orange County,44155,-25.333333333333332,369
Orange County,44156,-23.0,388
Orange County,44157,-23.833333333333332,421
Orange County,44158,-22.833333333333332,380
Orange County,44159,-20.666666666666668,443
Orange County,44160,-17.0,630
Orange County,44161,-40.666666666666664,458
Orange County,44162,-27.666666666666668,224
Orange County,44163,-24.0,528
Orange County,44164,-24.333333333333332,482
Orange County,44165,-27.333333333333332,524
Orange County,44166,-26.0,493
Orange County,44167,-26.5,564
Orange County,44168,-24.333333333333332,604
Orange County,44169,-24.833333333333332,610
Orange County,44170,-21.0,483
Orange County,44171,-22.5,558
Orange County,44172,-27.333333333333332,565
Orange County,44173,-26.5,769
Orange County,44174,-25.333333333333332,655
Orange County,44175,-24.0,804
Orange County,44176,-23.833333333333332,752
Orange County,44177,-21.666666666666668,502
Orange County,44178,-21.833333333333332,766
Orange County,44179,-26.166666666666668,701
Orange County,44180,-24.666666666666668,752
Orange County,44181,-26.166666666666668,829
Orange County,44182,-23.0,801
Orange County,44183,-23.5,779
Orange County,44184,-19.833333333333332,468
Orange County,44185,-21.333333333333332,642
Orange County,44186,-20.166666666666668,630
Orange County,44187,-17.166666666666668,725
Orange County,44188,-14.0,693
Orange County,44189,-21.0,708
Orange County,44190,-45.166666666666664,393
Orange County,44191,-25.166666666666668,391
Orange County,44192,-20.833333333333332,622
Orange County,44193,-19.833333333333332,645
Orange County,44194,-17.166666666666668,1028
Orange County,44195,-15.333333333333334,1120
Orange County,44196,-15.5,1273
Orange County,44197,-31.5,733
Orange County,44198,-21.166666666666668,670
Orange County,44199,-25.5,882
Orange County,44200,-24.0,1135
Orange County,44201,-24.833333333333332,1023
Orange County,44202,-26.166666666666668,1312
Orange County,44203,-26.0,1439
Orange County,44204,-27.0,1015
Osceola County,43903,1.6666666666666667,3
Osceola County,43904,0.0,1
Osceola County,43906,-7.166666666666667,1
Osceola County,43907,-8.5,3
Osceola County,43908,-12.666666666666666,2
Osceola County,43909,-13.666666666666666,4
Osceola County,43911,-23.666666666666668,8
Osceola County,43912,-29.833333333333332,2
Osceola County,43913,-27.166666666666668,2
Osceola County,43914,-27.0,9
Osceola County,43915,-25.5,5
Osceola County,43916,-25.166666666666668,11
Osceola County,43917,-38.333333333333336,13
Osceola County,43918,-37.833333333333336,19
Osceola County,43919,-42.333333333333336,11
Osceola County,43920,-35.833333333333336,15
Osceola County,43921,-34.166666666666664,6
Osceola County,43922,-32.833333333333336,35
Osceola County,43923,-33.0,32
Osceola County,43924,-37.0,25
Osceola County,43925,-41.5,16
Osceola County,43926,-48.666666666666664,11
Osceola County,43927,-38.333333333333336,17
Osceola County,43928,-36.333333333333336,10
Osceola County,43929,-36.833333333333336,27
Osceola County,43930,-36.0,14
Osceola County,43931,-38.833333333333336,17
Osceola County,43932,-37.833333333333336,8
Osceola County,43933,-47.833333333333336,11
Osceola County,43934,-38.166666666666664,10
Osceola County,43935,-37.5,11
Osceola County,43936,-34.833333333333336,13
Osceola County,43937,-39.166666666666664,18
Osceola County,43938,-35.5,9
Osceola County,43939,-39.166666666666664,10
Osceola County,43940,-37.166666666666664,5
Osceola County,43941,-37.0,3
Osceola County,43942,-32.833333333333336,9
Osceola County,43943,-31.833333333333332,10
Osceola County,43944,-32.666666666666664,14
Osceola County,43945,-42.333333333333336,10
Osceola County,43946,-33.833333333333336,3
Osceola County,43947,-35.833333333333336,3
Osceola County,43948,-31.166666666666668,8
Osceola County,43949,-30.833333333333332,3
Osceola County,43950,-29.333333333333332,7
Osceola County,43951,-33.5,6
Osceola County,43952,-28.166666666666668,18
Osceola County,43953,-29.0,9
Osceola County,43954,-31.333333333333332,4
Osceola County,43955,-26.666666666666668,3
Osceola County,43956,-25.333333333333332,15
Osceola County,43957,-26.166666666666668,14
Osceola County,43958,-23.666666666666668,2
Osceola County,43959,-26.333333333333332,17
Osceola County,43960,-23.166666666666668,7
Osceola County,43961,-30.0,5
Osceola County,43962,-26.166666666666668,8
Osceola County,43963,-24.333333333333332,9
Osceola County,43964,-23.0,6
Osceola County,43965,-24.333333333333332,14
Osceola County,43966,-25.666666666666668,8
Osceola County,43967,-25.333333333333332,8
Osceola County,43968,-27.666666666666668,6
Osceola County,43969,-28.333333333333332,3
Osceola County,43970,-21.666666666666668,6
Osceola County,43971,-20.166666666666668,5
Osceola County,43972,-23.0,3
Osceola County,43973,-22.833333333333332,4
Osceola County,43974,-19.5,10
Osceola County,43975,-25.166666666666668,3
Osceola County,43976,-34.0,1
Osceola County,43977,-20.833333333333332,9
Osceola County,43978,-23.5,3
Osceola County,43979,-23.5,13
Osceola County,43980,-21.666666666666668,7
Osceola County,43981,-20.666666666666668,7
Osceola County,43982,-21.5,2
Osceola County,43983,-19.666666666666668,6
Osceola County,43984,-21.333333333333332,6
Osceola County,43985,-20.0,7
Osceola County,43986,-27.833333333333332,6
Osceola County,43987,-22.666666666666668,8
Osceola County,43988,-23.333333333333332,8
Osceola County,43989,-25.166666666666668,3
Osceola County,43990,-20.5,13
Osceola County,43991,-18.5,9
Osceola County,43992,-21.833333333333332,13
Osceola County,43993,-17.666666666666668,11
Osceola County,43994,-16.5,16
Osceola County,43995,-16.0,20
Osceola County,43996,-20.333333333333332,16
Osceola County,43997,-17.166666666666668,22
Osceola County,43998,-15.5,20
Osceola County,43999,-16.5,25
Osceola County,44000,-20.333333333333332,43
Osceola County,44001,-20.333333333333332,55
Osceola County,44002,-15.333333333333334,50
Osceola County,44003,-19.166666666666668,29
Osceola County,44004,-20.333333333333332,78
Osceola County,44005,-17.5,77
Osceola County,44006,-18.166666666666668,110
Osceola County,44007,-18.166666666666668,170
Osceola County,44008,-19.833333333333332,170
Osceola County,44009,-17.833333333333332,190
Osceola County,44010,-21.833333333333332,87
Osceola County,44011,-20.833333333333332,109
Osceola County,44012,-20.166666666666668,138
Osceola County,44013,-20.5,184
Osceola County,44014,-16.166666666666668,177
Osceola County,44015,-16.0,261
Osceola County,44016,-24.5,193
Osceola County,44017,-22.666666666666668,106
Osceola County,44018,-22.166666666666668,123
Osceola County,44019,-20.166666666666668,128
Osceola County,44020,-21.166666666666668,170
Osceola County,44021,-19.166666666666668,192
Osceola County,44022,-23.5,211
Osceola County,44023,-22.666666666666668,316
Osceola County,44024,-22.166666666666668,284
Osceola County,44025,-21.833333333333332,131
Osceola County,44026,-21.833333333333332,173
Osceola County,44027,-23.833333333333332,530
Osceola County,44028,-19.333333333333332,281
Osceola County,44029,-22.333333333333332,174
Osceola County,44030,-19.833333333333332,293
Osceola County,44031,-19.833333333333332,272
Osceola County,44032,-22.833333333333332,213
Osceola County,44033,-21.666666666666668,214
Osceola County,44034,-23.833333333333332,168
Osceola County,44035,-23.666666666666668,297
Osceola County,44036,-20.5,267
Osceola County,44037,-16.833333333333332,207
Osceola County,44038,-23.0,110
Osceola County,44039,-24.5,251
Osceola County,44040,-23.833333333333332,161
Osceola County,44041,-22.666666666666668,139
Osceola County,44042,-19.833333333333332,181
Osceola County,44043,-19.666666666666668,175
Osceola County,44044,-17.333333333333332,136
Osceola County,44045,-31.833333333333332,111
Osceola County,44046,-21.833333333333332,124
Osceola County,44047,-24.5,137
Osceola County,44048,-22.333333333333332,127
Osceola County,44049,-21.0,117
Osceola County,44050,-22.833333333333332,166
Osceola County,44051,-17.5,121
Osceola County,44052,-23.0,68
Osceola County,44053,-23.833333333333332,86
Osceola County,44054,-23.833333333333332,75
Osceola County,44055,-22.833333333333332,102
Osceola County,44056,-22.0,105
Osceola County,44057,-21.833333333333332,80
Osceola County,44058,-18.666666666666668,85
Osceola County,44059,-20.333333333333332,57
Osceola County,44064,-22.833333333333332,65
Osceola County,44065,-20.833333333333332,55
Osceola County,44071,-22.0,63
Osceola County,44072,-20.666666666666668,36
Osceola County,44073,-23.166666666666668,39
Osceola County,44078,-20.166666666666668,65
Osceola County,44079,-14.333333333333334,46
Osceola County,44083,-25.333333333333332,40
Osceola County,44085,-20.833333333333332,57
Osceola County,44086,-20.666666666666668,36
Osceola County,44087,-20.666666666666668,33
Osceola County,44088,-23.5,37
Osceola County,44089,-19.5,41
Osceola County,44090,-20.0,39
Osceola County,44091,-19.666666666666668,57
Osceola County,44092,-18.166666666666668,73
Osceola County,44093,-15.5,61
Osceola County,44094,-24.166666666666668,30
Osceola County,44095,-20.166666666666668,67
Osceola County,44096,-19.333333333333332,42
Osceola County,44097,-19.5,44
Osceola County,44098,-19.666666666666668,66
Osceola County,44099,-18.833333333333332,42
Osceola County,44100,-15.166666666666666,43
Osceola County,44101,-19.666666666666668,15
Osceola County,44102,-25.0,59
Osceola County,44103,-24.5,49
Osceola County,44104,-20.5,63
Osceola County,44105,-18.833333333333332,80
Osceola County,44106,-18.666666666666668,47
Osceola County,44107,-18.666666666666668,33
Osceola County,44108,-22.0,39
Osceola County,44109,-21.333333333333332,49
Osceola County,44110,-19.833333333333332,60
Osceola County,44111,-21.166666666666668,61
Osceola County,44112,-18.833333333333332,68
Osceola County,44113,-19.0,17
Osceola County,44114,-15.166666666666666,74
Osceola County,44115,-20.166666666666668,40
Osceola County,44116,-21.0,56
Osceola County,44117,-19.333333333333332,38
Osceola County,44118,-19.333333333333332,63
Osceola County,44119,-18.833333333333332,44
